Side_A,Side_B,Side_C,Triangle_Type
19.0,19.0,19.0,Equilateral
80.0,80.0,80.0,Equilateral
4.42,4.42,4.42,Equilateral
55.0,55.0,55.0,Equilateral
40.07,40.07,40.07,Equilateral
89.0,89.0,89.0,Equilateral
50.0,50.0,50.0,Equilateral
97.73,97.73,97.73,Equilateral
77.0,77.0,77.0,Equilateral
29.0,29.0,29.0,Equilateral
21.0,21.0,21.0,Equilateral
22.0,22.0,22.0,Equilateral
33.0,33.0,33.0,Equilateral
30.0,30.0,30.0,Equilateral
62.4,62.4,62.4,Equilateral
85.0,85.0,85.0,Equilateral
98.0,98.0,98.0,Equilateral
93.0,93.0,93.0,Equilateral
72.0,72.0,72.0,Equilateral
29.0,29.0,29.0,Equilateral
1.0,1.0,1.0,Equilateral
90.0,90.0,90.0,Equilateral
25.0,25.0,25.0,Equilateral
77.0,77.0,77.0,Equilateral
26.0,26.0,26.0,Equilateral
85.69,85.69,85.69,Equilateral
4.97,4.97,4.97,Equilateral
50.58,50.58,50.58,Equilateral
3.35,3.35,3.35,Equilateral
21.0,21.0,21.0,Equilateral
94.0,94.0,94.0,Equilateral
93.07,93.07,93.07,Equilateral
87.0,87.0,87.0,Equilateral
5.0,5.0,5.0,Equilateral
32.0,32.0,32.0,Equilateral
54.0,54.0,54.0,Equilateral
73.24,73.24,73.24,Equilateral
99.0,99.0,99.0,Equilateral
79.0,79.0,79.0,Equilateral
66.0,66.0,66.0,Equilateral
82.0,82.0,82.0,Equilateral
36.0,36.0,36.0,Equilateral
64.78,64.78,64.78,Equilateral
11.0,11.0,11.0,Equilateral
90.0,90.0,90.0,Equilateral
46.0,46.0,46.0,Equilateral
19.0,19.0,19.0,Equilateral
61.0,61.0,61.0,Equilateral
91.0,91.0,91.0,Equilateral
73.0,73.0,73.0,Equilateral
98.0,98.0,98.0,Equilateral
4.0,4.0,4.0,Equilateral
55.0,55.0,55.0,Equilateral
81.0,81.0,81.0,Equilateral
65.31,65.31,65.31,Equilateral
41.47,41.47,41.47,Equilateral
30.98,30.98,30.98,Equilateral
50.0,50.0,50.0,Equilateral
86.0,86.0,86.0,Equilateral
38.56,38.56,38.56,Equilateral
79.0,79.0,79.0,Equilateral
83.0,83.0,83.0,Equilateral
74.97,74.97,74.97,Equilateral
33.57,33.57,33.57,Equilateral
5.0,5.0,5.0,Equilateral
77.02,77.02,77.02,Equilateral
84.4,84.4,84.4,Equilateral
27.0,27.0,27.0,Equilateral
22.0,22.0,22.0,Equilateral
13.54,13.54,13.54,Equilateral
15.0,15.0,15.0,Equilateral
93.0,93.0,93.0,Equilateral
51.0,51.0,51.0,Equilateral
83.0,83.0,83.0,Equilateral
88.0,88.0,88.0,Equilateral
62.0,62.0,62.0,Equilateral
32.71,32.71,32.71,Equilateral
26.0,26.0,26.0,Equilateral
28.0,28.0,28.0,Equilateral
8.0,8.0,8.0,Equilateral
72.0,72.0,72.0,Equilateral
42.0,42.0,42.0,Equilateral
31.0,31.0,31.0,Equilateral
19.0,19.0,19.0,Equilateral
21.0,21.0,21.0,Equilateral
94.0,94.0,94.0,Equilateral
50.0,50.0,50.0,Equilateral
80.99,80.99,80.99,Equilateral
11.14,11.14,11.14,Equilateral
43.13,43.13,43.13,Equilateral
31.75,31.75,31.75,Equilateral
40.28,40.28,40.28,Equilateral
69.0,69.0,69.0,Equilateral
2.0,2.0,2.0,Equilateral
36.17,36.17,36.17,Equilateral
77.0,77.0,77.0,Equilateral
71.17,71.17,71.17,Equilateral
78.99,78.99,78.99,Equilateral
83.0,83.0,83.0,Equilateral
77.0,77.0,77.0,Equilateral
68.0,68.0,68.0,Equilateral
30.0,30.0,30.0,Equilateral
68.0,68.0,68.0,Equilateral
13.0,13.0,13.0,Equilateral
31.0,31.0,31.0,Equilateral
39.0,39.0,39.0,Equilateral
87.0,87.0,87.0,Equilateral
24.0,24.0,24.0,Equilateral
19.0,19.0,19.0,Equilateral
48.51,48.51,48.51,Equilateral
25.0,25.0,25.0,Equilateral
58.0,58.0,58.0,Equilateral
91.0,91.0,91.0,Equilateral
97.0,97.0,97.0,Equilateral
5.23,5.23,5.23,Equilateral
2.0,2.0,2.0,Equilateral
95.0,95.0,95.0,Equilateral
7.0,7.0,7.0,Equilateral
65.6,65.6,65.6,Equilateral
30.0,30.0,30.0,Equilateral
35.0,35.0,35.0,Equilateral
45.0,45.0,45.0,Equilateral
55.0,55.0,55.0,Equilateral
88.0,88.0,88.0,Equilateral
34.0,34.0,34.0,Equilateral
77.0,77.0,77.0,Equilateral
59.0,59.0,59.0,Equilateral
80.0,80.0,80.0,Equilateral
80.31,80.31,80.31,Equilateral
99.29,99.29,99.29,Equilateral
85.79,85.79,85.79,Equilateral
86.0,86.0,86.0,Equilateral
47.0,47.0,47.0,Equilateral
47.84,47.84,47.84,Equilateral
59.0,59.0,59.0,Equilateral
49.03,49.03,49.03,Equilateral
80.0,80.0,80.0,Equilateral
13.06,13.06,13.06,Equilateral
88.0,88.0,88.0,Equilateral
36.0,36.0,36.0,Equilateral
10.0,10.0,10.0,Equilateral
82.0,82.0,82.0,Equilateral
83.0,83.0,83.0,Equilateral
83.01,83.01,83.01,Equilateral
35.0,35.0,35.0,Equilateral
1.09,1.09,1.09,Equilateral
92.29,92.29,92.29,Equilateral
93.0,93.0,93.0,Equilateral
51.0,51.0,51.0,Equilateral
48.11,48.11,48.11,Equilateral
61.89,61.89,61.89,Equilateral
93.0,93.0,93.0,Equilateral
81.0,81.0,81.0,Equilateral
97.0,97.0,97.0,Equilateral
40.0,40.0,40.0,Equilateral
55.0,55.0,55.0,Equilateral
22.62,22.62,22.62,Equilateral
71.0,71.0,71.0,Equilateral
73.0,73.0,73.0,Equilateral
20.0,20.0,20.0,Equilateral
8.0,8.0,8.0,Equilateral
86.0,86.0,86.0,Equilateral
22.0,22.0,22.0,Equilateral
64.0,64.0,64.0,Equilateral
95.0,95.0,95.0,Equilateral
36.13,36.13,36.13,Equilateral
40.62,40.62,40.62,Equilateral
6.0,6.0,6.0,Equilateral
81.01,81.01,81.01,Equilateral
11.0,11.0,11.0,Equilateral
79.0,79.0,79.0,Equilateral
55.26,55.26,55.26,Equilateral
72.73,72.73,72.73,Equilateral
27.0,27.0,27.0,Equilateral
69.0,69.0,69.0,Equilateral
97.0,97.0,97.0,Equilateral
29.0,29.0,29.0,Equilateral
35.98,35.98,35.98,Equilateral
23.0,23.0,23.0,Equilateral
94.46,94.46,94.46,Equilateral
84.08,84.08,84.08,Equilateral
10.0,10.0,10.0,Equilateral
72.5,72.5,72.5,Equilateral
3.0,3.0,3.0,Equilateral
64.0,64.0,64.0,Equilateral
1.0,1.0,1.0,Equilateral
84.0,84.0,84.0,Equilateral
16.0,16.0,16.0,Equilateral
72.0,72.0,72.0,Equilateral
93.19,93.19,93.19,Equilateral
95.0,95.0,95.0,Equilateral
95.0,95.0,95.0,Equilateral
18.0,18.0,18.0,Equilateral
4.0,4.0,4.0,Equilateral
8.57,8.57,8.57,Equilateral
42.0,42.0,42.0,Equilateral
31.0,31.0,31.0,Equilateral
77.69,77.69,77.69,Equilateral
24.0,24.0,24.0,Equilateral
84.97,84.97,84.97,Equilateral
67.0,67.0,67.0,Equilateral
20.0,20.0,20.0,Equilateral
34.0,34.0,34.0,Equilateral
1.0,1.0,1.0,Equilateral
93.0,93.0,93.0,Equilateral
36.0,36.0,36.0,Equilateral
94.0,94.0,94.0,Equilateral
45.5,45.5,45.5,Equilateral
15.0,15.0,15.0,Equilateral
88.0,88.0,88.0,Equilateral
91.24,91.24,91.24,Equilateral
60.89,60.89,60.89,Equilateral
43.0,43.0,43.0,Equilateral
74.0,74.0,74.0,Equilateral
32.0,32.0,32.0,Equilateral
12.0,12.0,12.0,Equilateral
68.0,68.0,68.0,Equilateral
82.81,82.81,82.81,Equilateral
81.51,81.51,81.51,Equilateral
96.0,96.0,96.0,Equilateral
90.0,90.0,90.0,Equilateral
36.0,36.0,36.0,Equilateral
75.19,75.19,75.19,Equilateral
45.44,45.44,45.44,Equilateral
33.0,33.0,33.0,Equilateral
54.0,54.0,54.0,Equilateral
54.08,54.08,54.08,Equilateral
91.31,91.31,91.31,Equilateral
71.0,71.0,71.0,Equilateral
50.86,50.86,50.86,Equilateral
69.37,69.37,69.37,Equilateral
17.0,17.0,17.0,Equilateral
36.0,36.0,36.0,Equilateral
63.0,63.0,63.0,Equilateral
16.0,16.0,16.0,Equilateral
15.0,15.0,15.0,Equilateral
90.0,90.0,90.0,Equilateral
42.0,42.0,42.0,Equilateral
31.0,31.0,31.0,Equilateral
19.0,19.0,19.0,Equilateral
45.88,45.88,45.88,Equilateral
72.0,72.0,72.0,Equilateral
30.03,30.03,30.03,Equilateral
66.0,66.0,66.0,Equilateral
50.43,50.43,50.43,Equilateral
91.0,91.0,91.0,Equilateral
89.0,89.0,89.0,Equilateral
14.0,14.0,14.0,Equilateral
52.0,52.0,52.0,Equilateral
91.0,91.0,91.0,Equilateral
54.0,54.0,54.0,Equilateral
42.36,42.36,42.36,Equilateral
97.0,97.0,97.0,Equilateral
89.0,89.0,89.0,Equilateral
38.0,38.0,38.0,Equilateral
54.0,54.0,54.0,Equilateral
10.0,10.0,10.0,Equilateral
6.0,6.0,6.0,Equilateral
46.0,46.0,46.0,Equilateral
15.0,15.0,15.0,Equilateral
56.77,56.77,56.77,Equilateral
98.0,98.0,98.0,Equilateral
63.0,63.0,63.0,Equilateral
33.52,33.52,33.52,Equilateral
32.0,32.0,32.0,Equilateral
48.0,48.0,48.0,Equilateral
49.0,49.0,49.0,Equilateral
1.0,1.0,1.0,Equilateral
21.0,21.0,21.0,Equilateral
88.0,88.0,88.0,Equilateral
60.0,60.0,60.0,Equilateral
48.0,48.0,48.0,Equilateral
8.51,8.51,8.51,Equilateral
98.0,98.0,98.0,Equilateral
32.0,32.0,32.0,Equilateral
3.0,3.0,3.0,Equilateral
59.0,59.0,59.0,Equilateral
23.0,23.0,23.0,Equilateral
13.17,13.17,13.17,Equilateral
80.0,80.0,80.0,Equilateral
5.52,5.52,5.52,Equilateral
50.78,50.78,50.78,Equilateral
98.64,98.64,98.64,Equilateral
18.0,18.0,18.0,Equilateral
84.0,84.0,84.0,Equilateral
34.0,34.0,34.0,Equilateral
51.07,51.07,51.07,Equilateral
48.0,48.0,48.0,Equilateral
97.0,97.0,97.0,Equilateral
1.0,1.0,1.0,Equilateral
57.54,57.54,57.54,Equilateral
46.58,46.58,46.58,Equilateral
29.0,29.0,29.0,Equilateral
84.0,84.0,84.0,Equilateral
36.0,36.0,36.0,Equilateral
89.0,89.0,89.0,Equilateral
2.0,2.0,2.0,Equilateral
52.0,52.0,52.0,Equilateral
25.0,25.0,25.0,Equilateral
74.0,74.0,74.0,Equilateral
97.0,97.0,97.0,Equilateral
16.0,16.0,16.0,Equilateral
27.0,27.0,27.0,Equilateral
81.0,81.0,81.0,Equilateral
7.0,7.0,7.0,Equilateral
80.0,80.0,80.0,Equilateral
89.0,89.0,89.0,Equilateral
12.0,12.0,12.0,Equilateral
45.0,45.0,45.0,Equilateral
59.0,59.0,59.0,Equilateral
47.0,47.0,47.0,Equilateral
87.78,87.78,87.78,Equilateral
47.0,47.0,47.0,Equilateral
38.0,38.0,38.0,Equilateral
89.0,89.0,89.0,Equilateral
19.0,19.0,19.0,Equilateral
99.0,99.0,99.0,Equilateral
74.0,74.0,74.0,Equilateral
28.0,28.0,28.0,Equilateral
83.0,83.0,83.0,Equilateral
8.0,8.0,8.0,Equilateral
18.0,18.0,18.0,Equilateral
85.0,85.0,85.0,Equilateral
4.0,4.0,4.0,Equilateral
85.76,85.76,85.76,Equilateral
49.0,49.0,49.0,Equilateral
8.17,8.17,8.17,Equilateral
3.0,3.0,3.0,Equilateral
1.0,1.0,1.0,Equilateral
17.13,17.13,17.13,Equilateral
77.0,77.0,77.0,Equilateral
74.05,74.05,74.05,Equilateral
75.76,75.76,75.76,Equilateral
7.0,7.0,7.0,Equilateral
93.0,93.0,93.0,Equilateral
88.0,88.0,88.0,Equilateral
83.83,83.83,83.83,Equilateral
38.76,38.76,38.76,Equilateral
97.05,97.05,97.05,Equilateral
37.0,37.0,37.0,Equilateral
27.0,27.0,27.0,Equilateral
74.0,74.0,74.0,Equilateral
76.0,76.0,76.0,Equilateral
35.43,35.43,35.43,Equilateral
12.25,12.25,12.25,Equilateral
98.73,98.73,98.73,Equilateral
82.0,82.0,82.0,Equilateral
6.58,6.58,6.58,Equilateral
41.0,41.0,41.0,Equilateral
14.0,14.0,14.0,Equilateral
81.0,81.0,81.0,Equilateral
83.0,83.0,83.0,Equilateral
37.0,37.0,37.0,Equilateral
92.19,92.19,92.19,Equilateral
47.0,47.0,47.0,Equilateral
72.0,72.0,72.0,Equilateral
17.0,17.0,17.0,Equilateral
46.0,46.0,46.0,Equilateral
12.0,12.0,12.0,Equilateral
68.0,68.0,68.0,Equilateral
32.0,32.0,32.0,Equilateral
87.0,87.0,87.0,Equilateral
64.0,64.0,64.0,Equilateral
55.73,55.73,55.73,Equilateral
49.0,49.0,49.0,Equilateral
33.0,33.0,33.0,Equilateral
28.0,28.0,28.0,Equilateral
48.0,48.0,48.0,Equilateral
37.0,37.0,37.0,Equilateral
98.0,98.0,98.0,Equilateral
20.63,20.63,20.63,Equilateral
61.0,61.0,61.0,Equilateral
34.0,34.0,34.0,Equilateral
36.0,36.0,36.0,Equilateral
13.0,13.0,13.0,Equilateral
39.0,39.0,39.0,Equilateral
97.0,97.0,97.0,Equilateral
9.0,9.0,9.0,Equilateral
7.0,7.0,7.0,Equilateral
6.0,6.0,6.0,Equilateral
53.0,53.0,53.0,Equilateral
10.0,10.0,10.0,Equilateral
48.0,48.0,48.0,Equilateral
97.0,97.0,97.0,Equilateral
50.18,50.18,50.18,Equilateral
41.0,41.0,41.0,Equilateral
6.0,6.0,6.0,Equilateral
65.55,65.55,65.55,Equilateral
56.0,56.0,56.0,Equilateral
31.0,31.0,31.0,Equilateral
31.0,31.0,31.0,Equilateral
83.0,83.0,83.0,Equilateral
89.0,89.0,89.0,Equilateral
57.0,57.0,57.0,Equilateral
19.5,19.5,19.5,Equilateral
76.0,76.0,76.0,Equilateral
58.0,58.0,58.0,Equilateral
77.57,77.57,77.57,Equilateral
67.0,67.0,67.0,Equilateral
20.0,20.0,20.0,Equilateral
92.0,92.0,92.0,Equilateral
92.0,92.0,92.0,Equilateral
44.74,44.74,44.74,Equilateral
5.0,5.0,5.0,Equilateral
45.0,45.0,45.0,Equilateral
6.0,6.0,6.0,Equilateral
36.0,36.0,36.0,Equilateral
80.0,80.0,80.0,Equilateral
87.0,87.0,87.0,Equilateral
38.0,38.0,38.0,Equilateral
81.0,81.0,81.0,Equilateral
52.23,52.23,52.23,Equilateral
15.0,15.0,15.0,Equilateral
54.0,54.0,54.0,Equilateral
73.0,73.0,73.0,Equilateral
46.0,46.0,46.0,Equilateral
88.0,88.0,88.0,Equilateral
59.0,59.0,59.0,Equilateral
20.93,20.93,20.93,Equilateral
97.0,97.0,97.0,Equilateral
57.0,57.0,57.0,Equilateral
7.0,7.0,7.0,Equilateral
56.42,56.42,56.42,Equilateral
21.0,21.0,21.0,Equilateral
63.49,63.49,63.49,Equilateral
7.88,7.88,7.88,Equilateral
23.0,23.0,23.0,Equilateral
50.0,50.0,50.0,Equilateral
30.0,30.0,30.0,Equilateral
94.95,94.95,94.95,Equilateral
39.0,39.0,39.0,Equilateral
60.0,60.0,60.0,Equilateral
17.0,17.0,17.0,Equilateral
90.0,90.0,90.0,Equilateral
35.0,35.0,35.0,Equilateral
23.0,23.0,23.0,Equilateral
86.0,86.0,86.0,Equilateral
61.0,61.0,61.0,Equilateral
49.0,49.0,49.0,Equilateral
59.0,59.0,59.0,Equilateral
83.3,83.3,83.3,Equilateral
30.0,30.0,30.0,Equilateral
28.0,28.0,28.0,Equilateral
90.0,90.0,90.0,Equilateral
47.0,47.0,47.0,Equilateral
87.0,87.0,87.0,Equilateral
61.0,61.0,61.0,Equilateral
39.21,39.21,39.21,Equilateral
44.0,44.0,44.0,Equilateral
26.33,26.33,26.33,Equilateral
56.0,56.0,56.0,Equilateral
86.0,86.0,86.0,Equilateral
97.87,97.87,97.87,Equilateral
86.0,86.0,86.0,Equilateral
72.0,72.0,72.0,Equilateral
56.0,56.0,56.0,Equilateral
60.0,60.0,60.0,Equilateral
90.0,90.0,90.0,Equilateral
48.0,48.0,48.0,Equilateral
67.0,67.0,67.0,Equilateral
25.0,25.0,25.0,Equilateral
67.79,67.79,67.79,Equilateral
83.0,83.0,83.0,Equilateral
32.0,32.0,32.0,Equilateral
14.0,14.0,14.0,Equilateral
90.0,90.0,90.0,Equilateral
76.86,76.86,76.86,Equilateral
21.0,21.0,21.0,Equilateral
76.38,76.38,76.38,Equilateral
62.0,62.0,62.0,Equilateral
19.0,19.0,19.0,Equilateral
18.0,18.0,18.0,Equilateral
8.55,8.55,8.55,Equilateral
18.0,18.0,18.0,Equilateral
69.16,69.16,69.16,Equilateral
66.0,66.0,66.0,Equilateral
2.0,2.0,2.0,Equilateral
52.0,52.0,52.0,Equilateral
52.0,52.0,52.0,Equilateral
52.0,52.0,52.0,Equilateral
80.0,80.0,80.0,Equilateral
69.32,69.32,69.32,Equilateral
29.06,29.06,29.06,Equilateral
8.39,8.39,8.39,Equilateral
89.0,89.0,89.0,Equilateral
39.0,39.0,39.0,Equilateral
93.0,93.0,93.0,Equilateral
94.0,94.0,94.0,Equilateral
65.0,65.0,65.0,Equilateral
60.0,60.0,60.0,Equilateral
98.0,98.0,98.0,Equilateral
10.0,10.0,10.0,Equilateral
8.0,8.0,8.0,Equilateral
46.0,46.0,46.0,Equilateral
54.0,54.0,54.0,Equilateral
67.15,67.15,67.15,Equilateral
39.0,39.0,39.0,Equilateral
27.76,27.76,27.76,Equilateral
43.0,43.0,43.0,Equilateral
77.47,77.47,77.47,Equilateral
61.0,61.0,61.0,Equilateral
59.0,59.0,59.0,Equilateral
76.0,76.0,76.0,Equilateral
52.0,52.0,52.0,Equilateral
75.0,75.0,75.0,Equilateral
43.0,43.0,43.0,Equilateral
97.52,97.52,97.52,Equilateral
17.0,17.0,17.0,Equilateral
89.0,89.0,89.0,Equilateral
75.24,75.24,75.24,Equilateral
58.83,58.83,58.83,Equilateral
25.19,25.19,25.19,Equilateral
53.0,53.0,53.0,Equilateral
93.0,93.0,93.0,Equilateral
10.4,10.4,10.4,Equilateral
93.0,93.0,93.0,Equilateral
89.0,89.0,89.0,Equilateral
59.0,59.0,59.0,Equilateral
41.45,41.45,41.45,Equilateral
97.0,97.0,97.0,Equilateral
49.0,49.0,49.0,Equilateral
71.8,71.8,71.8,Equilateral
20.74,20.74,20.74,Equilateral
57.0,57.0,57.0,Equilateral
42.55,42.55,42.55,Equilateral
72.0,72.0,72.0,Equilateral
97.0,97.0,97.0,Equilateral
80.0,80.0,80.0,Equilateral
74.38,74.38,74.38,Equilateral
92.94,92.94,92.94,Equilateral
36.4,36.4,36.4,Equilateral
37.0,37.0,37.0,Equilateral
31.0,31.0,31.0,Equilateral
55.0,55.0,55.0,Equilateral
95.0,95.0,95.0,Equilateral
98.26,98.26,98.26,Equilateral
8.34,8.34,8.34,Equilateral
66.0,66.0,66.0,Equilateral
30.0,30.0,30.0,Equilateral
5.54,5.54,5.54,Equilateral
9.0,9.0,9.0,Equilateral
2.0,2.0,2.0,Equilateral
25.45,25.45,25.45,Equilateral
2.0,2.0,2.0,Equilateral
13.0,13.0,13.0,Equilateral
98.0,98.0,98.0,Equilateral
63.54,63.54,63.54,Equilateral
1.0,1.0,1.0,Equilateral
38.0,38.0,38.0,Equilateral
45.0,45.0,45.0,Equilateral
84.82,84.82,84.82,Equilateral
44.0,44.0,44.0,Equilateral
66.0,66.0,66.0,Equilateral
43.0,43.0,43.0,Equilateral
3.0,3.0,3.0,Equilateral
43.54,43.54,43.54,Equilateral
92.0,92.0,92.0,Equilateral
86.0,86.0,86.0,Equilateral
94.0,94.0,94.0,Equilateral
57.0,57.0,57.0,Equilateral
8.0,8.0,8.0,Equilateral
96.0,96.0,96.0,Equilateral
81.0,81.0,81.0,Equilateral
94.0,94.0,94.0,Equilateral
88.0,88.0,88.0,Equilateral
99.0,99.0,99.0,Equilateral
6.0,6.0,6.0,Equilateral
80.0,80.0,80.0,Equilateral
95.0,95.0,95.0,Equilateral
79.0,79.0,79.0,Equilateral
92.85,92.85,92.85,Equilateral
85.0,85.0,85.0,Equilateral
52.0,52.0,52.0,Equilateral
12.0,12.0,12.0,Equilateral
54.0,54.0,54.0,Equilateral
82.0,82.0,82.0,Equilateral
68.0,68.0,68.0,Equilateral
17.0,17.0,17.0,Equilateral
72.0,72.0,72.0,Equilateral
97.0,97.0,97.0,Equilateral
66.0,66.0,66.0,Equilateral
53.0,53.0,53.0,Equilateral
72.0,72.0,72.0,Equilateral
75.0,75.0,75.0,Equilateral
12.0,12.0,12.0,Equilateral
50.0,50.0,50.0,Equilateral
16.7,16.7,16.7,Equilateral
71.0,71.0,71.0,Equilateral
6.0,6.0,6.0,Equilateral
84.0,84.0,84.0,Equilateral
45.0,45.0,45.0,Equilateral
7.2,7.2,7.2,Equilateral
79.93,79.93,79.93,Equilateral
7.0,7.0,7.0,Equilateral
90.0,90.0,90.0,Equilateral
50.51,50.51,50.51,Equilateral
90.0,90.0,90.0,Equilateral
57.5,57.5,57.5,Equilateral
98.0,98.0,98.0,Equilateral
45.95,45.95,45.95,Equilateral
90.13,90.13,90.13,Equilateral
57.0,57.0,57.0,Equilateral
5.0,5.0,5.0,Equilateral
53.0,53.0,53.0,Equilateral
37.0,37.0,37.0,Equilateral
88.0,88.0,88.0,Equilateral
4.05,4.05,4.05,Equilateral
89.0,89.0,89.0,Equilateral
23.0,23.0,23.0,Equilateral
22.0,22.0,22.0,Equilateral
87.66,87.66,87.66,Equilateral
97.0,97.0,97.0,Equilateral
47.82,47.82,47.82,Equilateral
43.91,43.91,43.91,Equilateral
45.0,45.0,45.0,Equilateral
89.17,89.17,89.17,Equilateral
94.0,94.0,94.0,Equilateral
96.0,96.0,96.0,Equilateral
41.0,41.0,41.0,Equilateral
46.0,46.0,46.0,Equilateral
46.0,46.0,46.0,Equilateral
30.0,30.0,30.0,Equilateral
21.5,21.5,21.5,Equilateral
30.16,30.16,30.16,Equilateral
89.29,89.29,89.29,Equilateral
36.0,36.0,36.0,Equilateral
5.0,5.0,5.0,Equilateral
100.0,100.0,100.0,Equilateral
6.0,6.0,6.0,Equilateral
58.0,58.0,58.0,Equilateral
55.0,55.0,55.0,Equilateral
64.0,64.0,64.0,Equilateral
36.81,36.81,36.81,Equilateral
30.0,30.0,30.0,Equilateral
16.0,16.0,16.0,Equilateral
30.53,30.53,30.53,Equilateral
3.0,3.0,3.0,Equilateral
27.0,27.0,27.0,Equilateral
11.46,11.46,11.46,Equilateral
53.05,53.05,53.05,Equilateral
80.0,80.0,80.0,Equilateral
2.95,2.95,2.95,Equilateral
97.95,97.95,97.95,Equilateral
67.28,67.28,67.28,Equilateral
36.0,36.0,36.0,Equilateral
67.0,67.0,67.0,Equilateral
56.0,56.0,56.0,Equilateral
9.27,9.27,9.27,Equilateral
41.0,41.0,41.0,Equilateral
20.0,20.0,20.0,Equilateral
47.0,47.0,47.0,Equilateral
34.0,34.0,34.0,Equilateral
14.0,14.0,14.0,Equilateral
92.0,92.0,92.0,Equilateral
89.0,89.0,89.0,Equilateral
64.0,64.0,64.0,Equilateral
93.27,93.27,93.27,Equilateral
41.43,41.43,41.43,Equilateral
81.0,81.0,81.0,Equilateral
69.0,69.0,69.0,Equilateral
71.0,71.0,71.0,Equilateral
45.63,45.63,45.63,Equilateral
70.0,70.0,70.0,Equilateral
65.95,65.95,65.95,Equilateral
46.0,46.0,46.0,Equilateral
30.0,30.0,30.0,Equilateral
83.07,83.07,83.07,Equilateral
73.02,73.02,73.02,Equilateral
93.0,93.0,93.0,Equilateral
66.0,66.0,66.0,Equilateral
66.36,66.36,66.36,Equilateral
41.0,41.0,41.0,Equilateral
87.0,87.0,87.0,Equilateral
86.55,86.55,86.55,Equilateral
72.0,72.0,72.0,Equilateral
16.0,16.0,16.0,Equilateral
94.57,94.57,94.57,Equilateral
88.0,88.0,88.0,Equilateral
36.12,36.12,36.12,Equilateral
94.0,94.0,94.0,Equilateral
80.0,80.0,80.0,Equilateral
47.0,47.0,47.0,Equilateral
77.44,77.44,77.44,Equilateral
25.0,25.0,25.0,Equilateral
48.0,48.0,48.0,Equilateral
55.0,55.0,55.0,Equilateral
73.78,73.78,73.78,Equilateral
21.0,21.0,21.0,Equilateral
81.96,81.96,81.96,Equilateral
40.0,40.0,40.0,Equilateral
14.0,14.0,14.0,Equilateral
99.92,99.92,99.92,Equilateral
61.0,61.0,61.0,Equilateral
83.0,83.0,83.0,Equilateral
81.78,81.78,81.78,Equilateral
67.0,67.0,67.0,Equilateral
20.0,20.0,20.0,Equilateral
89.07,89.07,89.07,Equilateral
87.92,87.92,87.92,Equilateral
10.0,10.0,10.0,Equilateral
54.0,54.0,54.0,Equilateral
17.0,17.0,17.0,Equilateral
47.54,47.54,47.54,Equilateral
23.36,23.36,23.36,Equilateral
31.0,31.0,31.0,Equilateral
76.0,76.0,76.0,Equilateral
80.0,80.0,80.0,Equilateral
5.0,5.0,5.0,Equilateral
40.41,40.41,40.41,Equilateral
64.0,64.0,64.0,Equilateral
95.0,95.0,95.0,Equilateral
46.0,46.0,46.0,Equilateral
55.0,55.0,55.0,Equilateral
68.49,68.49,68.49,Equilateral
33.15,33.15,33.15,Equilateral
4.0,4.0,4.0,Equilateral
58.29,58.29,58.29,Equilateral
24.01,24.01,24.01,Equilateral
10.41,10.41,10.41,Equilateral
97.0,97.0,97.0,Equilateral
13.0,13.0,13.0,Equilateral
33.01,33.01,33.01,Equilateral
25.0,25.0,25.0,Equilateral
5.0,5.0,5.0,Equilateral
77.03,77.03,77.03,Equilateral
48.0,48.0,48.0,Equilateral
42.0,42.0,42.0,Equilateral
70.0,70.0,70.0,Equilateral
69.0,69.0,69.0,Equilateral
86.5,86.5,86.5,Equilateral
93.0,93.0,93.0,Equilateral
54.0,54.0,54.0,Equilateral
75.0,75.0,75.0,Equilateral
45.0,45.0,45.0,Equilateral
53.0,53.0,53.0,Equilateral
21.0,21.0,21.0,Equilateral
15.0,15.0,15.0,Equilateral
58.0,58.0,58.0,Equilateral
66.0,66.0,66.0,Equilateral
23.0,23.0,23.0,Equilateral
92.0,92.0,92.0,Equilateral
55.0,55.0,55.0,Equilateral
68.0,68.0,68.0,Equilateral
69.0,69.0,69.0,Equilateral
79.0,79.0,79.0,Equilateral
18.71,18.71,18.71,Equilateral
90.0,90.0,90.0,Equilateral
62.0,62.0,62.0,Equilateral
40.0,40.0,40.0,Equilateral
56.0,56.0,56.0,Equilateral
93.0,93.0,93.0,Equilateral
60.0,60.0,60.0,Equilateral
76.0,76.0,76.0,Equilateral
43.0,43.0,43.0,Equilateral
99.0,99.0,99.0,Equilateral
1.0,1.0,1.0,Equilateral
46.0,46.0,46.0,Equilateral
73.0,73.0,73.0,Equilateral
79.0,79.0,79.0,Equilateral
49.0,49.0,49.0,Equilateral
77.73,77.73,77.73,Equilateral
25.0,25.0,25.0,Equilateral
37.0,37.0,37.0,Equilateral
48.0,48.0,48.0,Equilateral
39.0,39.0,39.0,Equilateral
47.37,47.37,47.37,Equilateral
73.0,73.0,73.0,Equilateral
55.0,55.0,55.0,Equilateral
31.11,31.11,31.11,Equilateral
87.1,87.1,87.1,Equilateral
69.75,69.75,69.75,Equilateral
1.49,1.49,1.49,Equilateral
45.91,45.91,45.91,Equilateral
43.0,43.0,43.0,Equilateral
44.0,44.0,44.0,Equilateral
87.0,87.0,87.0,Equilateral
